entry_time,exit_time,pnl,side
2026-01-09T08:00:00+00:00,2026-01-09T11:00:00+00:00,67.08,long
2026-01-09T12:00:00+00:00,2026-01-09T15:00:00+00:00,-46.82,short
2026-01-09T16:00:00+00:00,2026-01-09T19:00:00+00:00,108.17,long
2026-01-09T20:00:00+00:00,2026-01-09T23:00:00+00:00,-15.14,short
2026-01-10T00:00:00+00:00,2026-01-10T03:00:00+00:00,122.92,long
2026-01-10T04:00:00+00:00,2026-01-10T07:00:00+00:00,-72.18,short
2026-01-10T08:00:00+00:00,2026-01-10T11:00:00+00:00,126.45,long
2026-01-10T12:00:00+00:00,2026-01-10T15:00:00+00:00,32.99,long
2026-01-10T16:00:00+00:00,2026-01-10T19:00:00+00:00,-89.87,short
2026-01-10T20:00:00+00:00,2026-01-10T23:00:00+00:00,3.61,long
2026-01-11T00:00:00+00:00,2026-01-11T03:00:00+00:00,40.41,long
2026-01-11T04:00:00+00:00,2026-01-11T07:00:00+00:00,62.28,long
2026-01-11T08:00:00+00:00,2026-01-11T11:00:00+00:00,-63.22,short
2026-01-11T12:00:00+00:00,2026-01-11T15:00:00+00:00,-75.74,short
2026-01-11T16:00:00+00:00,2026-01-11T19:00:00+00:00,54.96,long
2026-01-11T20:00:00+00:00,2026-01-11T23:00:00+00:00,-11.67,short
2026-01-12T00:00:00+00:00,2026-01-12T03:00:00+00:00,58.55,long
2026-01-12T04:00:00+00:00,2026-01-12T07:00:00+00:00,110.95,long
2026-01-12T08:00:00+00:00,2026-01-12T11:00:00+00:00,-129.88,short
2026-01-12T12:00:00+00:00,2026-01-12T15:00:00+00:00,60.44,long
2026-01-12T16:00:00+00:00,2026-01-12T19:00:00+00:00,157.46,long
2026-01-12T20:00:00+00:00,2026-01-12T23:00:00+00:00,5.25,long
2026-01-13T00:00:00+00:00,2026-01-13T03:00:00+00:00,-46.08,short
2026-01-13T04:00:00+00:00,2026-01-13T07:00:00+00:00,110.22,long
2026-01-13T08:00:00+00:00,2026-01-13T11:00:00+00:00,60.34,long
2026-01-13T12:00:00+00:00,2026-01-13T15:00:00+00:00,124.59,long
2026-01-13T16:00:00+00:00,2026-01-13T19:00:00+00:00,0.48,long
2026-01-13T20:00:00+00:00,2026-01-13T23:00:00+00:00,-113.18,short
2026-01-14T00:00:00+00:00,2026-01-14T03:00:00+00:00,24.00,long
2026-01-14T04:00:00+00:00,2026-01-14T07:00:00+00:00,-9.58,short
