entry_time,exit_time,pnl,side
2026-01-07T20:00:00+00:00,2026-01-07T23:00:00+00:00,128.80,long
2026-01-08T00:00:00+00:00,2026-01-08T03:00:00+00:00,-24.13,short
2026-01-08T04:00:00+00:00,2026-01-08T07:00:00+00:00,153.51,long
2026-01-08T08:00:00+00:00,2026-01-08T11:00:00+00:00,56.93,long
2026-01-08T12:00:00+00:00,2026-01-08T15:00:00+00:00,84.63,long
2026-01-08T16:00:00+00:00,2026-01-08T19:00:00+00:00,141.82,long
2026-01-08T20:00:00+00:00,2026-01-08T23:00:00+00:00,191.89,long
2026-01-09T00:00:00+00:00,2026-01-09T03:00:00+00:00,-18.21,short
2026-01-09T04:00:00+00:00,2026-01-09T07:00:00+00:00,176.82,long
2026-01-09T08:00:00+00:00,2026-01-09T11:00:00+00:00,186.70,long
2026-01-09T12:00:00+00:00,2026-01-09T15:00:00+00:00,77.33,long
2026-01-09T16:00:00+00:00,2026-01-09T19:00:00+00:00,259.15,long
2026-01-09T20:00:00+00:00,2026-01-09T23:00:00+00:00,5.89,long
2026-01-10T00:00:00+00:00,2026-01-10T03:00:00+00:00,30.00,long
2026-01-10T04:00:00+00:00,2026-01-10T07:00:00+00:00,132.03,long
2026-01-10T08:00:00+00:00,2026-01-10T11:00:00+00:00,15.17,long
2026-01-10T12:00:00+00:00,2026-01-10T15:00:00+00:00,243.20,long
2026-01-10T16:00:00+00:00,2026-01-10T19:00:00+00:00,111.78,long
2026-01-10T20:00:00+00:00,2026-01-10T23:00:00+00:00,279.15,long
2026-01-11T00:00:00+00:00,2026-01-11T03:00:00+00:00,-25.96,short
2026-01-11T04:00:00+00:00,2026-01-11T07:00:00+00:00,-14.44,short
2026-01-11T08:00:00+00:00,2026-01-11T11:00:00+00:00,236.93,long
2026-01-11T12:00:00+00:00,2026-01-11T15:00:00+00:00,-25.29,short
2026-01-11T16:00:00+00:00,2026-01-11T19:00:00+00:00,208.32,long
2026-01-11T20:00:00+00:00,2026-01-11T23:00:00+00:00,1.21,long
2026-01-12T00:00:00+00:00,2026-01-12T03:00:00+00:00,119.16,long
2026-01-12T04:00:00+00:00,2026-01-12T07:00:00+00:00,218.23,long
2026-01-12T08:00:00+00:00,2026-01-12T11:00:00+00:00,83.48,long
2026-01-12T12:00:00+00:00,2026-01-12T15:00:00+00:00,-36.13,short
2026-01-12T16:00:00+00:00,2026-01-12T19:00:00+00:00,36.42,long
2026-01-12T20:00:00+00:00,2026-01-12T23:00:00+00:00,215.24,long
2026-01-13T00:00:00+00:00,2026-01-13T03:00:00+00:00,111.41,long
2026-01-13T04:00:00+00:00,2026-01-13T07:00:00+00:00,167.96,long
2026-01-13T08:00:00+00:00,2026-01-13T11:00:00+00:00,99.68,long
2026-01-13T12:00:00+00:00,2026-01-13T15:00:00+00:00,121.83,long
2026-01-13T16:00:00+00:00,2026-01-13T19:00:00+00:00,69.43,long
2026-01-13T20:00:00+00:00,2026-01-13T23:00:00+00:00,-21.38,short
2026-01-14T00:00:00+00:00,2026-01-14T03:00:00+00:00,150.18,long
2026-01-14T04:00:00+00:00,2026-01-14T07:00:00+00:00,110.50,long
2026-01-14T08:00:00+00:00,2026-01-14T11:00:00+00:00,-127.60,short
2026-01-14T12:00:00+00:00,2026-01-14T15:00:00+00:00,91.06,long
2026-01-14T16:00:00+00:00,2026-01-14T19:00:00+00:00,197.34,long
2026-01-14T20:00:00+00:00,2026-01-14T23:00:00+00:00,302.96,long
2026-01-15T00:00:00+00:00,2026-01-15T03:00:00+00:00,-58.66,short
2026-01-15T04:00:00+00:00,2026-01-15T07:00:00+00:00,102.84,long
2026-01-15T08:00:00+00:00,2026-01-15T11:00:00+00:00,151.75,long
2026-01-15T12:00:00+00:00,2026-01-15T15:00:00+00:00,173.76,long
2026-01-15T16:00:00+00:00,2026-01-15T19:00:00+00:00,13.66,long
2026-01-15T20:00:00+00:00,2026-01-15T23:00:00+00:00,146.63,long
2026-01-16T00:00:00+00:00,2026-01-16T03:00:00+00:00,44.50,long
2026-01-16T04:00:00+00:00,2026-01-16T07:00:00+00:00,85.41,long
2026-01-16T08:00:00+00:00,2026-01-16T11:00:00+00:00,31.75,long
2026-01-16T12:00:00+00:00,2026-01-16T15:00:00+00:00,124.26,long
2026-01-16T16:00:00+00:00,2026-01-16T19:00:00+00:00,47.59,long
2026-01-16T20:00:00+00:00,2026-01-16T23:00:00+00:00,123.66,long
2026-01-17T00:00:00+00:00,2026-01-17T03:00:00+00:00,81.08,long
2026-01-17T04:00:00+00:00,2026-01-17T07:00:00+00:00,191.17,long
2026-01-17T08:00:00+00:00,2026-01-17T11:00:00+00:00,275.46,long
2026-01-17T12:00:00+00:00,2026-01-17T15:00:00+00:00,81.76,long
2026-01-17T16:00:00+00:00,2026-01-17T19:00:00+00:00,9.67,long
2026-01-17T20:00:00+00:00,2026-01-17T23:00:00+00:00,65.06,long
2026-01-18T00:00:00+00:00,2026-01-18T03:00:00+00:00,31.67,long
2026-01-18T04:00:00+00:00,2026-01-18T07:00:00+00:00,-92.15,short
2026-01-18T08:00:00+00:00,2026-01-18T11:00:00+00:00,93.09,long
2026-01-18T12:00:00+00:00,2026-01-18T15:00:00+00:00,36.36,long
2026-01-18T16:00:00+00:00,2026-01-18T19:00:00+00:00,189.53,long
2026-01-18T20:00:00+00:00,2026-01-18T23:00:00+00:00,76.20,long
2026-01-19T00:00:00+00:00,2026-01-19T03:00:00+00:00,192.29,long
2026-01-19T04:00:00+00:00,2026-01-19T07:00:00+00:00,174.76,long
2026-01-19T08:00:00+00:00,2026-01-19T11:00:00+00:00,35.54,long
2026-01-19T12:00:00+00:00,2026-01-19T15:00:00+00:00,54.09,long
2026-01-19T16:00:00+00:00,2026-01-19T19:00:00+00:00,32.45,long
2026-01-19T20:00:00+00:00,2026-01-19T23:00:00+00:00,40.28,long
2026-01-20T00:00:00+00:00,2026-01-20T03:00:00+00:00,180.42,long
2026-01-20T04:00:00+00:00,2026-01-20T07:00:00+00:00,32.98,long
2026-01-20T08:00:00+00:00,2026-01-20T11:00:00+00:00,43.83,long
2026-01-20T12:00:00+00:00,2026-01-20T15:00:00+00:00,1.39,long
2026-01-20T16:00:00+00:00,2026-01-20T19:00:00+00:00,243.79,long
2026-01-20T20:00:00+00:00,2026-01-20T23:00:00+00:00,50.09,long
2026-01-21T00:00:00+00:00,2026-01-21T03:00:00+00:00,72.57,long
2026-01-21T04:00:00+00:00,2026-01-21T07:00:00+00:00,-5.74,short
2026-01-21T08:00:00+00:00,2026-01-21T11:00:00+00:00,114.58,long
2026-01-21T12:00:00+00:00,2026-01-21T15:00:00+00:00,2.80,long
2026-01-21T16:00:00+00:00,2026-01-21T19:00:00+00:00,15.28,long
2026-01-21T20:00:00+00:00,2026-01-21T23:00:00+00:00,-135.45,short
2026-01-22T00:00:00+00:00,2026-01-22T03:00:00+00:00,-92.38,short
2026-01-22T04:00:00+00:00,2026-01-22T07:00:00+00:00,108.75,long
2026-01-22T08:00:00+00:00,2026-01-22T11:00:00+00:00,171.39,long
2026-01-22T12:00:00+00:00,2026-01-22T15:00:00+00:00,-95.13,short
2026-01-22T16:00:00+00:00,2026-01-22T19:00:00+00:00,105.66,long
2026-01-22T20:00:00+00:00,2026-01-22T23:00:00+00:00,108.17,long
2026-01-23T00:00:00+00:00,2026-01-23T03:00:00+00:00,422.41,long
2026-01-23T04:00:00+00:00,2026-01-23T07:00:00+00:00,-21.55,short
2026-01-23T08:00:00+00:00,2026-01-23T11:00:00+00:00,13.86,long
2026-01-23T12:00:00+00:00,2026-01-23T15:00:00+00:00,-28.07,short
2026-01-23T16:00:00+00:00,2026-01-23T19:00:00+00:00,177.94,long
2026-01-23T20:00:00+00:00,2026-01-23T23:00:00+00:00,202.30,long
2026-01-24T00:00:00+00:00,2026-01-24T03:00:00+00:00,57.69,long
2026-01-24T04:00:00+00:00,2026-01-24T07:00:00+00:00,254.17,long
2026-01-24T08:00:00+00:00,2026-01-24T11:00:00+00:00,318.65,long
2026-01-24T12:00:00+00:00,2026-01-24T15:00:00+00:00,36.34,long
2026-01-24T16:00:00+00:00,2026-01-24T19:00:00+00:00,148.24,long
2026-01-24T20:00:00+00:00,2026-01-24T23:00:00+00:00,66.45,long
2026-01-25T00:00:00+00:00,2026-01-25T03:00:00+00:00,18.06,long
2026-01-25T04:00:00+00:00,2026-01-25T07:00:00+00:00,36.94,long
2026-01-25T08:00:00+00:00,2026-01-25T11:00:00+00:00,62.04,long
2026-01-25T12:00:00+00:00,2026-01-25T15:00:00+00:00,-53.17,short
2026-01-25T16:00:00+00:00,2026-01-25T19:00:00+00:00,78.89,long
2026-01-25T20:00:00+00:00,2026-01-25T23:00:00+00:00,176.26,long
