entry_time,exit_time,pnl,side
2026-01-14T16:00:00+00:00,2026-01-14T19:00:00+00:00,-25.02,short
2026-01-14T20:00:00+00:00,2026-01-14T23:00:00+00:00,-44.06,short
2026-01-15T00:00:00+00:00,2026-01-15T03:00:00+00:00,-56.83,short
2026-01-15T04:00:00+00:00,2026-01-15T07:00:00+00:00,-101.58,short
2026-01-15T08:00:00+00:00,2026-01-15T11:00:00+00:00,-54.32,short
2026-01-15T12:00:00+00:00,2026-01-15T15:00:00+00:00,-37.24,short
2026-01-15T16:00:00+00:00,2026-01-15T19:00:00+00:00,-67.51,short
2026-01-15T20:00:00+00:00,2026-01-15T23:00:00+00:00,-110.40,short
2026-01-16T00:00:00+00:00,2026-01-16T03:00:00+00:00,-187.68,short
2026-01-16T04:00:00+00:00,2026-01-16T07:00:00+00:00,-42.92,short
2026-01-16T08:00:00+00:00,2026-01-16T11:00:00+00:00,-114.43,short
2026-01-16T12:00:00+00:00,2026-01-16T15:00:00+00:00,-141.38,short
2026-01-16T16:00:00+00:00,2026-01-16T19:00:00+00:00,-46.02,short
2026-01-16T20:00:00+00:00,2026-01-16T23:00:00+00:00,-76.40,short
2026-01-17T00:00:00+00:00,2026-01-17T03:00:00+00:00,-173.04,short
2026-01-17T04:00:00+00:00,2026-01-17T07:00:00+00:00,-100.45,short
2026-01-17T08:00:00+00:00,2026-01-17T11:00:00+00:00,-109.81,short
2026-01-17T12:00:00+00:00,2026-01-17T15:00:00+00:00,-40.41,short
